index,image,x,y,z
192,000192_1773736750307527098.png,1.9467348709072847,-0.2692027249823318,4.913823830710688
193,000193_1773736750699733122.png,1.827267468949753,-0.27862245693781856,5.051581481772221
194,000194_1773736751110842719.png,1.6316376539065758,-0.2824836955709242,5.13962410355237
195,000195_1773736751518975653.png,1.5357128790990298,-0.27993680865514914,5.1903386763817565
196,000196_1773736751910226172.png,1.3593834585223497,-0.28626548817016356,5.219109532483998
197,000197_1773736752301559311.png,1.158743324974446,-0.27867958409824956,5.237958699213771
198,000198_1773736752711785232.png,0.9876123524823219,-0.2678994884310469,5.225792088571258
199,000199_1773736753102657951.png,0.8185395662912782,-0.25856502490309385,5.194875021029441
200,000200_1773736753503905430.png,0.7546733807098333,-0.25562045773424025,5.185051819578507
201,000201_1773736753904006162.png,0.6087468029492243,-0.2468531071695822,5.1561865225806605
202,000202_1773736754298068071.png,0.46475746873116586,-0.24027518754722338,5.124802479661927
203,000203_1773736754706453398.png,0.26596670066698946,-0.22519855120170468,5.075390251878763
204,000204_1773736755102358174.png,0.11691925887068111,-0.21433749172837754,5.034611153906614
205,000205_1773736755506815921.png,-0.08621733126533537,-0.20116197109288425,4.977960481022064
206,000206_1773736755903165398.png,-0.24645007771916239,-0.18983984277358001,4.932175744651137
207,000207_1773736756310880006.png,-0.4550096440139896,-0.1762622032479364,4.864459001063784
208,000208_1773736756708243474.png,-0.6375062479687302,-0.16079824645928864,4.79677372493766
209,000209_1773736757104145360.png,-0.8047051947558536,-0.1428047003913811,4.724197564525224
210,000210_1773736757496995374.png,-0.8759091758843787,-0.13675000385241598,4.69114565920401
211,000211_1773736757903446268.png,-0.9844667773406195,-0.12465718350348384,4.5918941575423275
212,000212_1773736758493896653.png,-1.121085355687077,-0.10133089007929649,4.425378558053399
213,000213_1773736758902503825.png,-1.205513508012558,-0.08036297575655008,4.302092361087425
214,000214_1773736759256194394.png,-1.1746647678936568,-0.07202673661969666,4.157232522646084
215,000215_1773736759657831870.png,-1.2449477647672316,-0.05359549009729436,4.007336740694635
216,000216_1773736760073286765.png,-1.290814219317762,-0.0283351299606856,3.8169254463093427
217,000217_1773736760506935978.png,-1.317826741835913,-0.01662935572439761,3.739693740863593
